name,primalbound,cvx_shot.obj,cvx_shot.dual_obj,cvx_shot.calc_time,cvx_shot.NLP_runs,cvx_shot.MIP_runs,cvx_shot.relaxed_MIP_runs,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_new.obj,cvx_sbmiqp_new.dual_obj,cvx_sbmiqp_new.load_time,cvx_sbmiqp_new.calc_time,cvx_sbmiqp_new.iter_nr,cvx_sbmiqp_new.NLP_runs,cvx_sbmiqp_new.FNLP_runs,cvx_sbmiqp_new.MIQP_runs,cvx_sbmiqp_new.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_sbmiqp_ee_new.obj,cvx_sbmiqp_ee_new.dual_obj,cvx_sbmiqp_ee_new.load_time,cvx_sbmiqp_ee_new.calc_time,cvx_sbmiqp_ee_new.iter_nr,cvx_sbmiqp_ee_new.NLP_runs,cvx_sbmiqp_ee_new.FNLP_runs,cvx_sbmiqp_ee_new.MIQP_runs,cvx_sbmiqp_ee_new.MILP_runs
fo7_ar5_1,17.74932941,17.749327769478516,17.749327769478516,19.119790433,4,0010,110,17.749329045518934,17.7490602808329,0.21599913807585835,33.48504372127354,29.227640289999997,45.47968461364508,5,16,6,5,3,17.749329045518934,17.749288849033533,0.20285520097240806,90.44127555494197,5,19,8,3,4,17.74932903205996,17.749329045518934,0.22096990887075663,5.903562104329467,5.995737000000001,5.643717261962593,2,6,0,2,0,19.622865513521642,19.622865513521642,0.200532031012699,60.39124356000684,2,6,2,2,0
fo8,22.38189652,22.381893669451163,22.381893669451163,116.39667083699999,9,0010,60,22.381896345237756,22.379742936615198,0.26609576866030693,157.31861402001232,150.09375116700002,186.13802825752646,6,23,13,5,3,22.381896239967848,22.381892212566356,0.2617902980418876,139.2075182099361,4,15,11,3,3,23.91005328187738,23.91005328187738,0.2578730988316238,10.212826048023999,10.574455118000001,9.620227118488401,2,6,2,2,0,23.91005316042935,23.91005316042935,0.25462256697937846,61.60985402110964,2,6,3,2,0
fo8_ar25_1,28.0451814,28.045180832528047,28.045180832528047,220.73555299999998,19,0010,100,28.045181231336482,28.007466136226387,0.3237215462140739,209.15773257706314,203.84081196,222.3263611649163,5,21,16,4,2,28.04518123223058,27.80190162015084,0.32563819200731814,165.0466547840042,5,17,7,4,3,28.045181232991617,28.045181232991617,0.32655525440350175,91.2634215541184,88.253973027,188.20398717420176,5,20,17,5,0,57.43960122083227,63.88450276394097,0.3189493028912693,6.456031113979407,2,2,0,2,0
fo8_ar2_1,30.34061042,30.34060783078634,30.34060783078634,165.168253914,13,0010,20,30.345435072242452,30.34016324571883,0.3255331115797162,245.60710051003844,239.01591470799997,234.68634370621294,5,18,7,5,3,30.345435071440292,30.1287586377829,0.3353487349813804,201.37950699799694,4,14,6,3,3,30.804159503700415,30.804159507905574,0.3312915130518377,14.562644299119711,15.131567066999997,14.459895694162697,2,6,2,2,0,38.809749049234846,39.410799464606434,0.32013018405996263,1.2443278770660982,2,6,1,2,0
fo8_ar3_1,23.91005347,23.910051578933796,23.910051578933796,88.063650117,17,0010,130,23.9100533546735,23.910052721166018,0.3345278580673039,26.999560500029474,27.338667116000003,20.068245675880462,2,6,1,2,1,23.91005333849995,23.90899975926892,0.3305455259978771,83.55217669799458,4,16,12,4,1,23.9100533546735,23.9100533546735,0.3258689697831869,20.18129943823442,20.672729579,20.07550568226725,2,6,1,2,0,23.91005333849995,33.156593731456994,0.32144043396692723,73.17770468292292,4,16,12,4,0
fo8_ar4_1,22.38189652,22.381892638634394,22.381892638634394,106.18728433300001,4,0010,120,22.38189640821778,22.3818892442158,0.3277968899346888,48.91348056308925,47.495168487000015,46.02795720426366,3,11,4,3,2,22.38189642403303,22.38131441029091,0.33436140103731304,118.7675954690203,5,19,11,5,1,23.910053346676335,23.910053341152675,0.3277522148564458,19.551789690740407,19.984692099000007,19.452873304951936,2,6,2,2,0,24.535412869782313,43.46855707491823,0.322401529061608,104.78741330001503,4,16,11,4,0
fo8_ar5_1,22.38189652,22.38188946749219,22.38188946749219,93.5093715,10,0010,100,22.381896421533547,22.38189583567586,0.32909352891147137,125.43567527318373,121.82704065300001,128.87833098415285,4,13,4,4,3,22.381896415127837,22.371994046219147,0.3304214549716562,132.5236950829858,4,13,4,4,2,23.910053340539125,23.910053340539125,0.3247910952195525,22.857672079931945,23.257669000000003,22.746662116609514,2,5,0,2,0,23.468032041117226,51.573501080729244,0.3266071149846539,54.64388126600534,3,9,4,3,0
fo9,23.46428571,23.464282788232858,23.464282788232858,172.703346458,18,0010,50,23.46428552344947,23.464285514004153,0.4002727121114731,178.4199266238138,169.42428622900002,268.1361763626337,5,17,12,5,3,23.464285518770428,23.464285518770428,0.40785290696658194,269.5216102520935,5,20,9,4,3,24.00549419465908,24.00549419465908,0.3939424869604409,28.77520989300683,29.032162752999994,28.08418432576582,2,6,3,2,0,34.49999948443541,34.49999948443541,0.3907196930376813,89.83533277292736,3,11,6,3,0
fo9_ar25_1,32.18643105,32.186413558665642,26.267325689728789,300.035333476,12,1000,100,32.24999995113162,32.24999993403837,0.5053961602970958,304.1492672669701,297.416621464,395.0750743849203,4,14,5,4,2,33.599999947073734,31.44070433187473,0.5110245959367603,301.55282851099037,4,16,10,4,2,32.37499994716477,32.37499995283958,0.4960803762078285,94.15120475413278,93.00777398499999,148.71241442346945,3,10,4,3,0,34.0190252130198,34.0190252130198,0.48902608605567366,122.07808771694545,3,11,8,3,0
fo9_ar2_1,32.625,32.624991558231578,29.615253303918681,300.000080965,12,1000,20,32.62499994703201,32.62499995701692,0.5059549449943006,304.1294364868663,298.175372906,510.9764032657258,4,10,2,4,2,32.62499994226375,32.62498302421497,0.5205103689804673,242.88230457203463,3,11,3,3,2,32.62499994703201,32.624999957016925,0.5056572379544377,58.765009506139904,58.790986000000004,58.0917010596022,2,5,0,2,0,34.999999905292576,34.99999990548863,0.4990999340079725,60.55278292892035,2,6,0,2,0
fo9_ar3_1,24.81547619,24.8154758792945,24.8154758792945,160.358999351,17,0010,130,24.815476131722832,24.814315833865198,0.5056907720863819,54.25060498807579,53.501086148,32.35162514774129,2,6,3,2,1,24.81547611019813,24.81007371262333,0.5053590559400618,177.47652013099287,4,16,9,3,3,24.815476131722832,24.815476131722832,0.5070726429112256,32.74191246274859,32.601761242,32.0771710164845,2,6,3,2,0,32.852272687377415,32.852272687377415,0.49964979803189635,60.94860947097186,2,6,4,2,0
fo9_ar4_1,23.46428571,23.464282715140826,23.464282715140826,196.24256137400002,6,0010,120,23.464285645841986,23.46281710197648,0.5130505440756679,189.4524533539079,185.926971914,140.71335764415562,3,10,2,3,2,23.46428560025007,23.46308954008754,0.5041791639523581,219.81214188109152,3,11,1,3,2,24.430719801395345,24.430719801395345,0.504086044151336,41.408957274165004,41.394845999999994,40.74241327540949,2,5,1,2,0,30.11538455102743,30.11538455102743,0.49967851606197655,60.5825656040106,2,6,0,2,0
fo9_ar5_1,23.46428571,25.749999641971577,20.544949871323617,300.00981908399996,11,1000,40,23.464285605362225,23.464285605362225,0.5059363231994212,305.52355375001207,293.24270670399994,603.5539058963768,5,16,8,5,3,23.464285641006025,23.39939379033858,0.5069822759833187,179.02837309497409,3,11,5,3,1,24.85846145601734,24.85846145601734,0.5109338080510497,38.40865173563361,38.38164141700001,37.74666014360264,2,5,3,2,0,23.464285641006025,34.77063358029033,0.5001713269157335,121.82858541607857,3,11,5,3,0
gear2,2.700857149e-12,2.3576406580194936e-09,0,0.33641543199999996,42,00420,00,1.3811436508962303e-06,5.21215564152541e-15,0.02564644906669855,0.08691545110195875,0.16633299999999998,0.07751265820115805,2,6,0,2,1,2.727279702363975e-05,5.21215564152541e-15,0.025630956050008535,0.04305126809049398,2,6,0,2,1,1.3811436508962303e-06,3.3429067971753844e-05,0.023834855295717716,0.07617775164544582,0.15266599999999997,0.07783105224370956,2,6,0,2,0,2.727279702363975e-05,0.0002453180861144051,0.025023596943356097,0.035355959087610245,2,6,0,2,0
gear3,2.700857149e-12,0.00013622222271739669,0,0.099226704,14,00460,00,2.72645059771712e-08,2.72645059771712e-08,0.012808953877538443,0.050109467934817076,0.058425000000000005,0.047095663379877806,2,4,0,2,1,2.72645059771712e-08,2.72645059771712e-08,0.010520995943807065,0.024851088994182646,2,4,0,2,1,2.72645059771712e-08,2.6399792310885495e-05,0.011818759143352509,0.04340232303366065,0.04970000000000001,0.04782828176394105,2,4,0,2,0,2.72645059771712e-08,2.6399792310885495e-05,0.01054114499129355,0.019912100047804415,2,4,0,2,0
jit1,173983.33,173983.32998164679,173345.7983938875,0.038128624,1,0000,130,173982.61006293277,173345.3768308797,0.017748016864061356,0.05080373911187053,0.114318,0.052287566009908915,2,3,0,2,0,173982.61006293277,173345.3768308797,0.016409927047789097,0.0250881320098415,2,3,0,2,0,173982.61006293277,173345.3768308797,0.018318910151720047,0.05574784614145756,0.10383400000000001,0.056565212085843086,2,3,0,2,0,173982.61006293277,173345.3768308797,0.01651999994646758,0.02501708990894258,2,3,0,2,0
m3,37.8,37.799645813514132,37.799645813514132,0.025441502,0,0010,40,37.79999956991859,37.79999956991859,0.02310568792745471,0.1939444518648088,0.519312,0.11930937226861715,2,5,0,2,1,37.79999956991859,37.79999956991859,0.02155203593429178,0.1031002210220322,2,4,0,2,1,37.79999956991859,37.79999956991859,0.02532222867012024,0.1548761297017336,0.45906,0.11943150497972965,2,5,0,2,0,37.79999956991859,37.79999956991859,0.021450163098052144,0.0651413049781695,2,4,0,2,0
m6,82.25687691,82.25687687037609,82.256876870376075,0.194927536,1,0010,40,82.28551760784383,82.25687691365584,0.10384646290913224,0.7171421209350228,0.8752066079999999,0.33249141182750463,2,4,0,2,1,82.25687581000712,82.2568758100071,0.10512237995862961,4.558583145961165,3,7,1,2,2,82.28551760784383,82.28551760784383,0.10238254396244884,0.5079623130150139,0.7646611539999999,0.335037006996572,2,4,0,2,0,82.25687581000712,82.25687581000712,0.09337808797135949,3.9414754828903824,2,5,1,2,0
m7,106.7568769,106.75687690839531,106.75687690839531,0.989286457,4,0010,30,106.75687555085169,106.75687507553873,0.16488178679719567,2.626548167783767,2.036131341,1.7867657630704343,3,8,1,3,2,106.75687555085169,106.75687507553873,0.16645968204829842,61.52723288605921,3,8,0,2,2,106.75687555085169,106.75687555085169,0.16575069120153785,0.7030857158824801,1.017343088,0.43309755017980933,2,5,0,2,0,106.75687555085169,106.75687555085169,0.15311454702168703,60.326206656056456,2,6,0,2,0
m7_ar25_1,143.585,143.58499683479664,143.58499683479664,0.388070956,2,0010,10,143.5849968326451,143.58466296878208,0.20730545790866017,1.1927785510197282,1.13650021,0.49841045029461384,2,5,0,2,1,143.5849968326451,143.58489567999985,0.20335201895795763,10.4387931979727,2,6,0,2,1,143.5849968326451,143.58499691440977,0.20632405998185277,0.713127673137933,0.9470299999999998,0.46079244557768106,2,5,0,2,0,143.5849968326451,143.58499682907168,0.18856041401159018,9.821536954957992,2,6,0,2,0
m7_ar2_1,190.235,190.23497722319399,190.23497722319397,1.190148023,1,0010,10,190.23499648570214,190.23499317228107,0.20599500695243478,5.507310955785215,4.61638999,2.879743249155581,3,5,1,3,2,190.23499648570214,190.23499314163868,0.20600277394987643,8.63351416704245,3,8,1,2,2,190.23499652432238,190.23499652432238,0.20670862821862102,1.0449206363409758,1.2079900000000001,0.8038517874665558,2,2,0,2,0,190.23499652431252,190.23499648570214,0.19087266898714006,6.395606581005268,2,6,0,2,0
m7_ar3_1,143.585,143.58499690795955,143.58499690795955,2.0185968130000003,3,0010,10,143.58499675835276,143.58499675835276,0.20710860285907984,326.45306806312874,14.926321066000002,4687.796917555854,46,118,92,25,23,143.5849968234994,133.54468186263222,0.2105032579274848,305.69766711699776,47,155,99,2,46,168.03795648233663,168.03795648233663,0.20622392371296883,1.2128472570329905,1.6322302419999999,0.9552147998474538,2,6,4,2,0,143.5849968231801,143.5849968234994,0.1905191739788279,55.78974593302701,2,6,0,2,0
m7_ar4_1,106.7568769,106.75687586181051,106.75687484736139,1.098063983,4,0010,20,106.75687596541079,106.7563999999987,0.23142332816496491,2.450649267062545,2.4442720409999996,1.0302881873212755,2,6,2,2,1,106.75687596509893,106.75638996535996,0.22812708001583815,60.79145392100327,2,6,0,2,1,106.75687596541079,106.75687596472984,0.20721199503168464,1.2057546800933778,1.575560022,0.9580681696534157,2,6,2,2,0,106.75687596509893,106.75687596509893,0.19079786504153162,60.291301395976916,2,6,0,2,0
m7_ar5_1,106.4600058,106.46000576000233,106.46000576000233,4.420549154,4,0010,20,106.4600047411874,106.45999915478257,0.20896449266001582,7.07806271314621,5.981190083,5.775775135494769,3,11,3,3,2,106.46000474087647,106.45998759629082,0.2107292419532314,62.83263716904912,3,8,1,2,2,106.46000474068518,106.4600047411874,0.21098760096356273,1.7380935125984251,2.0892612919999998,1.4918361571617424,2,6,1,2,0,106.46000474087647,106.46000474087647,0.1913194260559976,60.28611089498736,2,6,0,2,0
no7_ar25_1,107.8153083,107.8151906043379,107.8151906043379,38.185501535,12,0010,10,107.81530521596736,107.81140336388393,0.21013633394613862,63.702484427951276,63.00366025300001,39.73811676213518,3,11,5,3,1,107.81530521596736,107.81275674702118,0.21378255391027778,52.712093334062956,3,11,5,3,1,107.81530521596736,107.81530521596736,0.2078806501813233,25.969013013876975,25.750701890000002,39.36019098339602,3,11,5,3,0,107.81530521596736,107.81530521596736,0.19270194799173623,35.29965393501334,3,11,5,3,0
no7_ar2_1,107.8153083,107.81528346842475,107.81528346842475,10.456661175,6,0010,10,107.81530513262845,107.8153050270901,0.21207102993503213,17.467612186912447,17.455705622,6.727705019060522,2,6,0,2,1,107.86632249422674,107.79986616337273,0.21067167993169278,19.735500475973822,2,6,1,2,1,107.81530513262845,107.81530513262845,0.20770647702738643,6.930473379790783,7.154641000000001,6.6686132699251175,2,6,0,2,0,107.86632249422674,107.86632249652422,0.19467370095662773,9.718819672008976,2,6,1,2,0
no7_ar3_1,107.8153083,107.81494086243572,106.74800670495554,67.203454922,10,0000,10,107.81530513262736,107.41389630032002,0.2131090983748436,132.26436179457232,129.83308280800003,127.5568991038017,4,15,10,4,2,107.86262392792209,107.80319828468436,0.2107214879943058,227.6424285239773,6,21,11,5,3,111.2464713518303,111.2464713518303,0.2064424050040543,35.27834450174123,35.020217374,51.83721906878054,3,11,9,3,0,107.87145992269248,129.68551067111764,0.19028713996522129,95.62721247901209,4,12,9,4,0
no7_ar4_1,98.51840218,98.518372691737142,98.518372691737142,69.079391495,12,0010,30,98.7442012214068,98.0175791744952,0.2096521770581603,159.80108377384022,153.250410667,326.3391909888014,7,27,21,6,2,98.74420120842899,98.23873140093393,0.20914083102252334,218.9356601239415,7,29,23,3,6,98.88346249616097,98.88346249616097,0.20803738804534078,57.846365141216666,56.138386816,126.58205216098577,5,21,15,5,0,116.33906490308496,116.33906490308496,0.1921647909330204,3.6427612139377743,2,6,2,2,0
no7_ar5_1,90.62267488,90.622648836935397,90.622648836935397,62.689357158,8,0010,80,90.62267376591774,90.59551534904499,0.21228533703833818,301.9011249858886,288.30102410099994,667.1151875546202,9,30,21,8,4,90.62267376304709,89.73014244435552,0.2095123800681904,276.08626657305285,7,29,18,5,5,101.95009531061119,101.95009531061119,0.20815140567719936,11.026929873041809,11.34191815,10.491101956926286,2,6,4,2,0,133.69626837750252,133.69626837750252,0.19241689995396882,5.098671833984554,2,6,4,2,0
nvs20,230.9221652,230.92216350458514,46,1.307702326,13,00130,00,230.92216293970984,229.7077380220426,0.02896463591605425,0.16725076222792268,0.30822099999999997,0.26250063348561525,4,9,0,4,3,230.92216293970984,229.7077380220426,0.021647896035574377,0.07191784400492907,4,9,0,2,3,230.92216293970984,270.5135798912582,0.01908290386199951,0.04287979332730174,0.06655900000000001,0.04603301268070936,2,3,0,2,0,230.92216293970984,270.5135798912582,0.01720791100524366,0.02145771903451532,2,3,0,2,0
o7,131.6531381,131.65301327259772,130.3374479903523,289.869893613,22,0000,50,-inf,FAILED,"Objective value wrong, with error 9.182449718561086
Ubg < g(x*,p) - tol:
[4.99878736e-02 1.47358262e-02 3.98723244e-02 1.56374688e-01
 9.37723491e-01 8.92527946e-01 4.16976983e-02 2.76890001e-02
 7.83044626e-03 5.25548980e-03 7.83068316e-03 5.25564847e-03
 3.86813381e-06]
for indices:
(array([  0,   1,   2,   3,   4,   5,   6,   7,   8,   9,  12,  13, 200]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Objective value wrong, with error 124.64838794693398
Ubg < g(x*,p) - tol:
[1.60315339e-01 5.44392105e-02 1.48319584e-02 3.62612725e-02
 4.35886445e-03 7.98528232e-03 4.47053115e-01 2.13486749e-01
 1.99551925e-01 4.00870145e-01 7.69625762e-11 2.01799532e-06]
for indices:
(array([ 2,  3,  4,  5,  8,  9, 10, 11, 12, 13, 22, 61]),)",NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Ubg < g(x*,p) - tol:
[0.00604084 0.02171277 0.00063906 0.00136204 0.09586101 0.0445095
 0.21757828 0.29211532 0.0011431  0.00433264 0.1246501  0.0425857
 0.0011431  0.00433264]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Objective value wrong, with error 0.001080952508457107
Ubg < g(x*,p) - tol:
[1.60315339e-01 5.44392105e-02 1.48319584e-02 3.62612725e-02
 4.35886445e-03 7.98528232e-03 4.47053115e-01 2.13486749e-01
 1.99551925e-01 4.00870145e-01 7.69625762e-11 2.01799532e-06]
for indices:
(array([ 2,  3,  4,  5,  8,  9, 10, 11, 12, 13, 22, 61]),)",NAN,NAN,NAN,NAN,NAN,NAN
o7_2,116.9459316,116.94590713844377,116.94590713844377,134.293909346,8,0010,70,124.03107430990612,106.90764599066944,0.1702097998932004,300.83943212404847,298.607773618,420.88871263246983,5,18,14,5,1,116.94593022681978,116.94593023755796,0.17753436707425863,301.2403021819191,6,26,20,5,3,124.03107430990612,124.03107434506282,0.16852069087326527,108.73558691609651,108.147135737,166.06427291966975,4,14,10,4,0,123.98083902924536,123.98083902924536,0.15837992494925857,131.03383993695024,4,16,14,4,0
o7_ar25_1,140.4119583,140.41190577149021,140.41190577149021,257.506076209,12,0010,80,140.4119572932655,139.88332816572068,0.2108884546905756,256.2083012522198,255.21766203599998,180.13533146306872,3,10,6,3,2,140.4119573045764,140.41192741730904,0.20707816304638982,300.61863052495755,4,16,3,4,3,140.4119572932655,140.4119572932655,0.2102376907132566,50.88034313265234,51.310740396000014,50.56500138761476,2,6,4,2,0,147.51799766092728,147.51799766092728,0.19439717603381723,16.58983688009903,2,6,2,2,0
o7_ar2_1,140.4119583,140.41195448060077,140.41195448060074,63.468023439,10,0010,10,140.41195730154567,140.4119578468877,0.21049495367333293,146.04785124817863,145.260988554,118.09540682751685,3,11,2,3,2,140.41195730602442,140.41195784688767,0.21427999902516603,97.14074246294331,3,10,4,2,2,140.4119573047369,140.41195731502478,0.21071884408593178,35.448016182053834,35.658762497,35.187365885358304,2,6,0,2,0,140.41195730602442,140.4119572998933,0.1923959628911689,12.351832394022495,2,6,0,2,0
o7_ar3_1,137.931839,137.93183187749335,120.95012313781925,300.035899569,15,1000,20,-inf,FAILED,"Objective value wrong, with error 130.3216022372435
Ubg < g(x*,p) - tol:
[5.90136533e-01 5.97133511e-01 1.23677156e-01 1.85261659e-01
 1.11967509e-01 1.47268825e-01 4.95227059e-03 1.33880445e-02
 1.21496879e-05 3.38351074e-06 2.86468972e-01 4.30698761e-01
 4.11061467e-05 9.98330025e-03 4.11061467e-05 4.06767643e-07
 9.98470701e-03 9.98470701e-03]
for indices:
(array([  2,   3,   4,   5,   6,   7,   8,   9,  10,  11,  12,  13,  49,
       140, 230, 232, 251, 268]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,138.8648912472401,137.63105248800971,0.20892626710701734,300.7770792680094,5,16,10,5,2,-inf,FAILED,"Ubg < g(x*,p) - tol:
[5.90136533e-01 5.97133511e-01 1.23677156e-01 1.85261659e-01
 1.11967509e-01 1.47268825e-01 4.95227059e-03 1.33880445e-02
 1.21496879e-05 3.38351074e-06 2.86468972e-01 4.30698761e-01
 4.11061467e-05 9.98330025e-03 4.11061467e-05 4.06767643e-07
 9.98470701e-03 9.98470701e-03]
for indices:
(array([  2,   3,   4,   5,   6,   7,   8,   9,  10,  11,  12,  13,  49,
       140, 230, 232, 251, 268]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,145.81638539642313,146.45428880570827,0.19242530106566846,123.33944282797165,4,12,10,4,0
o7_ar4_1,131.6531381,131.65312589337105,112.10522871122011,300.033190247,21,1000,20,-inf,FAILED,"Ubg < g(x*,p) - tol:
[7.58911451e-01 4.02306162e-01 3.05287358e-01 6.26611465e-01
 1.66901751e-01 5.70612561e-02 9.73255811e-01 5.71779506e-01
 1.39999700e-05 2.75000188e-06]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7, 10, 11]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,135.12452441461534,128.75123585383358,0.21464362100232393,300.9349206049228,6,26,22,3,4,-inf,FAILED,"Ubg < g(x*,p) - tol:
[5.05314503e-02 1.03556455e-01 6.84674897e-06 3.02628453e-05
 1.17003580e-01 1.06624702e-01 1.42288233e-01 1.35962044e-01
 1.42288236e-01 1.35962047e-01 1.42290109e-01 1.35963922e-01]
for indices:
(array([ 0,  1,  2,  3,  6,  7,  8,  9, 10, 11, 12, 13]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,145.51091046869536,145.51091046869536,0.195724715013057,8.956368605955504,2,6,3,2,0
o7_ar5_1,116.9458471,116.94584373736997,116.94584373736997,296.530534862,6,0010,30,-inf,FAILED,"Ubg < g(x*,p) - tol:
[2.78927288e-04 5.56236687e-05 1.25822587e-03 5.45182360e-03
 9.20283769e-01 3.67123283e-01 3.44559638e-01 7.48238924e-01
 2.06871199e-04 4.05730002e-05 1.42614720e+00 1.62690702e+00
 5.85296745e-07 3.96217806e-07 2.72842000e-05 5.85296744e-07
 5.85296744e-07 5.85296745e-07]
for indices:
(array([  2,   3,   4,   5,   6,   7,   8,   9,  10,  11,  12,  13,  21,
        61,  69,  73, 106, 121]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,118.2361991791059,115.49397893221914,0.21540125901810825,300.9553499290487,6,22,15,4,3,-inf,FAILED,"Ubg < g(x*,p) - tol:
[9.24389730e-01 4.08958353e-01 9.24499345e-01 4.08999943e-01
 1.43273745e-01 2.20388451e-01 5.30670266e-01 9.77587473e-01
 4.05903782e-05 3.21870013e-07 3.82038603e-05 4.05903782e-05
 3.58153743e-05 2.86880311e-05]
for indices:
(array([  2,   3,   4,   5,   8,   9,  12,  13,  37,  70, 118, 186, 221,
       261]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,118.2361991791059,146.64890320696952,0.19386781798675656,122.06968527298886,4,13,9,4,0
o8_ar4_1,243.0707486,246.86843512698462,174.75886182322981,300.00090739399997,24,1000,10,247.67235805044837,216.7219066054399,0.3406314221210778,300.1441457592882,300.5421987,150.62708078604192,2,6,3,2,1,243.07074551698796,243.07074452664813,0.33939515601377934,246.59238406200893,4,16,10,4,1,247.67235805044837,247.67235805044837,0.34120280388742685,151.87511175777763,152.34764063700004,150.6519256993197,2,6,3,2,0,243.07074551698796,243.0707455045633,0.3155902239959687,185.3662871310953,4,16,10,4,0
o9_ar4_1,236.1384562,275.4121761522772,156.51734994294077,300.000261317,28,1000,40,-inf,FAILED,"Objective value wrong, with error 227.2346467806073
Ubg < g(x*,p) - tol:
[9.86015008e-03 3.44348024e-02 8.31823836e-01 4.61368229e-01
 2.64176232e-04 1.03949484e-03 7.84809867e-01 6.88054456e-01
 1.34987684e+00 1.34994492e+00 7.04713268e-02 2.53058773e-02
 7.72746883e-01 6.79743566e-01 2.29236487e-07 1.40000150e-05
 2.29236483e-07]
for indices:
(array([  0,   1,   4,   5,   6,   7,  10,  11,  12,  13,  14,  15,  16,
        17,  54, 233, 278]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Objective value wrong, with error 242.81930369971994
Ubg < g(x*,p) - tol:
[1.04691464e-02 3.64157178e-02 1.11114833e-01 3.57150077e-02
 2.02299513e-02 6.58602802e-03 3.45675407e-03 1.17321277e-02
 1.75949429e-03 6.13008586e-03 9.60912498e-04 3.65392092e-04
 3.45674615e-03 1.17321008e-02 7.50000750e-06 7.50000750e-06]
for indices:
(array([  0,   1,   2,   3,   4,   5,  10,  11,  12,  13,  14,  15,  16,
        17, 125, 322]),)",NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Ubg < g(x*,p) - tol:
[9.86015008e-03 3.44348024e-02 8.31823836e-01 4.61368229e-01
 2.64176232e-04 1.03949484e-03 7.84809867e-01 6.88054456e-01
 1.34987684e+00 1.34994492e+00 7.04713268e-02 2.53058773e-02
 7.72746883e-01 6.79743566e-01 2.29236487e-07 1.40000150e-05
 2.29236483e-07]
for indices:
(array([  0,   1,   4,   5,   6,   7,  10,  11,  12,  13,  14,  15,  16,
        17,  54, 233, 278]),)",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,"Objective value wrong, with error 0.010743064464688564
Ubg < g(x*,p) - tol:
[1.04691464e-02 3.64157178e-02 1.11114833e-01 3.57150077e-02
 2.02299513e-02 6.58602802e-03 3.45675407e-03 1.17321277e-02
 1.75949429e-03 6.13008586e-03 9.60912498e-04 3.65392092e-04
 3.45674615e-03 1.17321008e-02 7.50000750e-06 7.50000750e-06]
for indices:
(array([  0,   1,   2,   3,   4,   5,  10,  11,  12,  13,  14,  15,  16,
        17, 125, 322]),)",NAN,NAN,NAN,NAN,NAN,NAN
p_ball_10b_5p_2d_h,18.71857799,18.718576319602438,0,33.841715952,32,00300,00,18.718577687693454,18.646280936110184,0.3282631812617183,111.74293558299541,7.069821963,624.7736893342808,23,58,20,17,9,18.718577687693454,18.718572598795028,0.321892287931405,68.76399806689005,20,78,26,5,18,18.759492848706937,18.759492848706937,0.321270820684731,41.37590361805633,2.679911712,170.68468451872468,16,34,13,16,0,42.43447781596047,42.43447781596047,0.31055433698929846,1.546498463023454,2,5,3,2,0
p_ball_10b_5p_3d_h,44.00421681,44.004213613890443,0,182.87172848,69,00660,00,44.004216501016806,44.00420647728475,0.5958142699673772,280.6109071946703,25.719746268999998,2423.5101287621073,30,104,26,17,13,44.004216500578885,43.945856887162535,0.5681238870602101,299.2361528290203,27,105,38,6,26,44.004216501016806,44.004216501016806,0.5864925519563258,117.63044454995543,10.272851583000001,576.6141869924031,20,58,19,20,0,62.879101249887356,78195285.92333266,0.5653791279764846,1.6854721910785884,2,4,2,2,0
