id,path,obj,dual_obj,load_time,calc_time,iter_nr,NLP_runs,FNLP_runs,MIQP_runs,MILP_runs
19,cvxnonsep_pcon20r.nl,-21.46943786371748,-21.4348205714153,0.022194754099473357,0.020916122943162918,2,2,0,2,0
20,enpro48pb.nl,204714.02209977858,203510.1773529891,0.23951028496958315,0.26975228905212134,2,3,0,2,0
21,enpro56pb.nl,272990.69544238894,285411.59864639025,0.19395985291339457,0.8017004819121212,4,5,1,4,0
22,ex1223.nl,5.579582371286729,5.564873814428035,0.020512228016741574,0.014772954978980124,2,2,0,2,0
23,ex1223b.nl,4.57958237379399,5.807081099309983,0.010064108995720744,0.017849409952759743,2,3,0,2,0
24,fac1.nl,160912612.2935292,160912612.2935292,0.015035603079013526,1.5642744660144672,2,3,1,2,0
25,fac2.nl,331837497.8380618,331837497.8380618,0.03781154204625636,0.0404534850968048,2,2,0,2,0
26,flay02h.nl,37.94733186289341,37.94733188293823,0.023959717946127057,0.053232636069878936,3,5,0,3,0
27,flay02m.nl,37.947331804570084,37.947331824571044,0.011675080982968211,0.025993756018579006,3,3,0,3,0
28,flay03h.nl,48.98979483484526,48.98979487314283,0.06421829806640744,0.344676316017285,3,9,0,3,0
29,flay03m.nl,48.98979473356556,48.98979474823483,0.023727567051537335,0.0831340909935534,3,7,0,3,0
30,flay04h.nl,54.41666667858699,54.41666669964576,0.18428654503077269,3.5927598170237616,3,8,0,3,0
31,flay04m.nl,54.40588189680154,54.40588191425124,0.03311167994979769,0.7704028469743207,3,9,0,3,0
32,flay05h.nl,64.4980620343172,64.49806211483586,0.38962082809302956,55.1306683140574,3,10,0,3,0
33,flay05m.nl,64.49806177897813,64.49806185899081,0.05050539691001177,1.8633656749734655,3,11,0,3,0
34,flay06h.nl,66.93280218485576,66.93280226737888,0.7676833099685609,84.48377916694153,3,11,0,3,0
35,flay06m.nl,66.93280192257495,66.932801979326,0.08608538808766752,62.79293058300391,3,11,0,3,0
36,fo7.nl,20.729824741593095,20.729824741593095,0.16602050699293613,67.56179128400981,4,16,12,4,0
37,fo7_2.nl,17.749345432133822,17.749345432133822,0.17489426594693214,60.501725497073494,2,6,4,2,0
38,fo7_ar25_1.nl,23.121014847376102,23.121014847376102,0.2119146839249879,71.05486151191872,4,16,10,4,0
39,fo7_ar2_1.nl,24.9575751958442,24.957575204549308,0.20780075003858656,60.204891212051734,2,6,0,2,0
40,fo7_ar3_1.nl,22.833306732973277,22.833306717461536,0.21745109895709902,60.20297771098558,2,6,0,2,0
41,fo7_ar4_1.nl,20.72982469192612,20.72982469192612,0.2119096809765324,67.45454275910743,3,11,7,3,0
42,fo7_ar5_1.nl,19.622865513521642,19.622865513521642,0.20878454693593085,60.35689980292227,2,6,2,2,0
43,fo8.nl,23.91005316042935,23.91005316042935,0.26678892003837973,60.853448240086436,2,6,3,2,0
44,fo8_ar25_1.nl,57.43960122083227,63.88450276394097,0.313706956920214,18.80039474798832,2,2,0,2,0
45,fo8_ar2_1.nl,38.809749049234846,39.410799464606434,0.3186775119975209,1.1669072449440137,2,6,1,2,0
46,fo8_ar3_1.nl,30.66287207103362,33.156593731456994,0.32702346704900265,120.909171161009,4,16,12,4,0
47,fo8_ar4_1.nl,22.38189641954304,43.46855707491823,0.3182106630410999,94.89411278197076,4,16,11,4,0
48,fo8_ar5_1.nl,34.40276358636025,51.573501080729244,0.32550394407007843,63.64132570801303,3,9,7,3,0
49,fo9.nl,28.351648014676787,28.351648117185867,0.3833391360240057,75.57232400996145,3,11,7,3,0
50,fo9_ar25_1.nl,32.679487135571,33.173555630273114,0.46319171297363937,182.5522359389579,4,16,10,4,0
51,fo9_ar2_1.nl,34.999999905292576,34.99999990548863,0.47026050300337374,60.48829041910358,2,6,0,2,0
52,fo9_ar3_1.nl,32.852272687377415,32.852272687377415,0.47239277500193566,61.02730529208202,2,6,4,2,0
53,fo9_ar4_1.nl,30.11538455102743,30.11538455102743,0.46771423891186714,60.425833141896874,2,6,0,2,0
54,fo9_ar5_1.nl,25.794299839947357,34.77063358029033,0.47569829307030886,122.16877780493814,3,11,9,3,0
55,gear2.nl,2.727279702363975e-05,0.0002453180861144051,0.036036521079950035,0.034731128020212054,2,6,0,2,0
56,gear3.nl,2.72645059771712e-08,2.6399792310885495e-05,0.009174328064545989,0.019281576038338244,2,4,0,2,0
57,jit1.nl,173982.61006293277,173345.3768308797,0.01741137297358364,0.026574291987344623,2,3,0,2,0
58,m3.nl,37.79999956991859,37.79999956991859,0.02747496694792062,0.06830418191384524,2,4,0,2,0
59,m6.nl,82.25687581000712,82.25687581000712,0.10846673604100943,3.898747426108457,2,5,1,2,0
60,m7.nl,106.75687555085169,106.75687555085169,0.1717564109712839,60.32437738100998,2,6,0,2,0
61,m7_ar25_1.nl,143.5849968326451,143.58499682907168,0.21592897991649806,9.799203008995391,2,6,0,2,0
62,m7_ar2_1.nl,190.23499652431252,190.23499648570214,0.22944776294752955,6.36801993905101,2,6,0,2,0
63,m7_ar3_1.nl,143.5849968231801,143.5849968234994,0.22733014996629208,55.86546593206003,2,6,0,2,0
64,m7_ar4_1.nl,106.75687596509893,106.75687596509893,0.21496681601274759,60.23972289997619,2,6,0,2,0
65,m7_ar5_1.nl,106.46000474087647,106.46000474087647,0.21881641703657806,60.221820855047554,2,6,0,2,0
66,no7_ar25_1.nl,107.86948984866845,107.86948984866845,0.21623546502087265,26.13410272495821,3,11,5,3,0
67,no7_ar2_1.nl,107.86632249422674,107.86632249652422,0.21090916299726814,9.68703548994381,2,6,1,2,0
68,no7_ar3_1.nl,109.39752361432642,129.68551067111764,0.22106999007519335,151.33695252297912,5,17,13,5,0
69,no7_ar4_1.nl,116.33906490308496,116.33906490308496,0.2153007610468194,3.8284813510254025,2,6,2,2,0
70,no7_ar5_1.nl,133.69626837750252,133.69626837750252,0.2110786649864167,10.168419262976386,2,6,4,2,0
71,nvs20.nl,230.92216293970984,270.5135798912582,0.03533791902009398,0.024671346065588295,2,3,0,2,0
72,o7.nl,137.93183743739672,137.93183743739672,0.16739532898645848,189.0002111410722,5,21,19,5,0
73,o7_2.nl,139.43196621245878,139.4319662225591,0.17749218398239464,149.87097984401044,4,16,12,4,0
74,o7_ar25_1.nl,147.51799766092728,147.51799766092728,0.21540559502318501,16.594395283027552,2,6,2,2,0
75,o7_ar2_1.nl,140.41195730602442,140.4119572998933,0.21451300696935505,12.304572217050008,2,6,0,2,0
76,o7_ar3_1.nl,138.86489124721373,146.45428880570827,0.21611432498320937,183.32189200690482,5,17,12,5,0
77,o7_ar4_1.nl,145.51091046869536,145.51091046869536,0.22177360602654517,9.246899929014035,2,6,3,2,0
78,o7_ar5_1.nl,116.94584550239168,146.64890320696952,0.21285502100363374,122.09772857301868,4,13,11,4,0
79,o8_ar4_1.nl,-inf,FAILED,"Objective value wrong, with error 0.004311763362264604
Ubg < g(x*,p) - tol:
[2.95409896e-03 7.66974036e-04 8.11902771e-05 1.96733107e-05
 7.30737205e-01 1.11211267e+00 3.23616352e-01 1.70047866e-01
 3.24079765e-01 1.38641326e-01 2.40021834e-01 1.13394176e-01
 5.53689203e-02 1.22972936e-01 9.99999983e-07 9.99999994e-07
 9.99999970e-07 9.99999967e-07 9.99999999e-07 1.30183651e-14
 5.78713753e-14 8.79951760e-15 1.02795643e-15 1.59049450e-14
 5.16541264e-14 6.32004458e-14 1.91613485e-15 9.99999968e-07
 8.13338379e-15 9.96157610e-14 4.01078069e-14 3.30023795e-14
 7.74113005e-14 9.99999865e-07 6.35702695e-15 9.90974063e-15
 3.38905580e-14 1.70151680e-14 3.30023795e-14 9.99999919e-07
 5.43186616e-14 5.78713753e-14 5.78713753e-14 6.32004458e-14
 1.09385724e-13 2.05678817e-14 5.07659479e-14 2.80431327e-15
 9.98722260e-07 3.76653162e-14 2.58969522e-14 6.49768027e-14
 9.99999853e-07 9.99999919e-07 1.16860975e-14 9.99999933e-07
 8.09640142e-14]
for indices:
(array([  0,   1,   2,   3,   4,   5,   8,   9,  10,  11,  12,  13,  14,
        15,  23,  25,  35,  54,  57,  59,  71,  80,  81,  96, 110, 119,
       139, 142, 148, 149, 162, 172, 174, 190, 192, 196, 197, 199, 218,
       222, 227, 236, 242, 247, 260, 265, 274, 280, 286, 287, 299, 315,
       322, 333, 336, 341, 343]),)"
80,o9_ar4_1.nl,275.0823034504373,275.0823034507421,0.4732846609549597,188.71187146403827,4,16,13,4,0
81,p_ball_10b_5p_2d_h.nl,42.43447781596047,2495.6898963605445,0.29578445001970977,1.3288251409539953,2,5,3,2,0
82,p_ball_10b_5p_3d_h.nl,44.72152687140022,126391484.7084657,0.4325425080023706,3.0191962990211323,2,6,3,2,0
83,p_ball_10b_5p_4d_h.nl,79.40856889114974,82832519.99547823,0.5545933629618958,10.313963726046495,2,6,4,2,0
84,p_ball_10b_7p_3d_h.nl,118.0562026899639,118.0562026899639,0.7505325849633664,36.09830597101245,5,21,19,5,0
85,p_ball_15b_5p_2d_h.nl,7.327582617611853,8400.499675633402,0.5365867200307548,9.063762762001716,2,6,3,2,0
86,p_ball_20b_5p_2d_h.nl,37.37624670518466,57667339.003057644,0.8086669950280339,3.888810900039971,3,9,5,3,0
