name,primalbound,cvx_bonmin.obj,cvx_bonmin.load_time,cvx_bonmin.calc_time,cvx_bonmin.solver_time,cvx_bonmin.python_time,cvx_bonmin.iter_nr,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_sbmilp.obj,cvx_sbmilp.dual_obj,cvx_sbmilp.load_time,cvx_sbmilp.calc_time,cvx_sbmilp.solver_time,cvx_sbmilp.python_time,cvx_sbmilp.iter_nr,cvx_sbmilp.NLP_runs,cvx_sbmilp.FNLP_runs,cvx_sbmilp.MIQP_runs,cvx_sbmilp.MILP_runs,cvx_shot.obj,cvx_shot.calctime,cvx_shot.nr_milp,cvx_shot.nr_nlp
enpro48pb,187277.2594,187277.25942219957,0,5.1830393970012665,2.541075000000003,0,0,-inf,FAILED,CRASH,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,CRASH,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,189641.71665103966,194004.0282761564,0.26036481000483036,1.0882396926172078,0.8159352120000001,0.674794428050518,3,7,0,0,2,187277.25616536423,0.164159481,13,2
enpro56pb,263428.301,263428.30097276496,0,7.723541612736881,3.4058730000000703,0,0,263428.29664209305,263427.9016778617,7.222406566143036e-07,7.715176979079843,4.256803265,12.239536290057003,6,13,1,6,2,269933.0657796926,280468.44571369374,6.710179150104523e-07,1.8139907037839293,2.112439676,2.3170040319673717,3,6,1,3,0,263428.29664221604,263428.0700369889,0.2021366162225604,0.5204790597781539,0.7485467669999999,0.2972869807854295,2,4,0,0,1,263428.2956682251,0.398923545,16,7
ex1223,4.579582402,4.579582402486655,0,0.05165221355855465,0.041718000000000005,0,0,4.579582373600571,4.579582373600571,0.019506721291691065,0.256831306964159,0.13440000000000002,0.5238045905716717,6,11,0,6,4,5.579582371286729,5.55385887581957,0.018868776969611645,0.03185467794537544,0.024291,0.0369433187879622,2,2,0,2,0,4.579582373600571,4.579582373600571,0.022439016960561275,0.16312632989138365,0.101801,0.3501415867358446,5,11,0,0,4,4.5795824024367082,0.014877412,2,0
ex1223b,4.579582402,4.5795824024866585,0,0.04498013202100992,0.030333999999999972,0,0,4.57958237379399,4.57958237379399,0.011561820283532143,0.2701991959474981,0.14870999999999998,0.6108696316368878,6,12,0,6,5,4.57958237379399,5.711852820055359,0.011410593055188656,0.03953220462426543,0.037925,0.04111527744680643,2,3,0,2,0,4.57958237379399,4.57958237379399,0.012721546925604343,0.18355584517121315,0.09210299999999999,0.4728085920214653,6,12,0,0,5,4.579635269139426,0.01396059,2,0
fac1,160912612.4,160912612.35017818,0,0.02561672404408455,0.024391000000000003,0,0,160912612.2935292,160912612.2935292,0.017534539103507996,1.472875607199967,0.91374130200031,1.4804026167839766,2,3,1,2,1,160912612.2935292,160912612.2935292,0.01481663715094328,1.5021838210523129,0.9541779370000905,1.5136138955131173,2,3,1,2,0,160912612.2935292,160735628.00656494,0.02352513186633587,10.165757202077657,5.3008249830009335,38.44908658135682,8,13,11,0,7,160912612.350169,0.04148756000000001,24,1
fac2,331837498.2,331837498.1767665,0,0.4962905431166291,0.27027100000000637,0,0,331837497.8380618,329739765.28796196,0.03128268476575613,0.07592068705707788,0.153449,0.08866522647440434,2,2,0,2,1,331837497.8380618,331837497.8380618,0.030997854191809893,0.06610771594569087,0.128222,0.08915955340489745,2,2,0,2,0,331837497.8380618,329739765.28796196,0.031235817819833755,0.05723121529445052,0.11587599999999998,0.08229270810261369,2,2,0,0,1,331837498.17677003,0.07942441900000001,22,1
flay02h,37.94733192,37.9473319221309,0,0.07799425441771746,0.08127700000000002,0,0,37.94733186289341,37.94733188293823,0.03536497289314866,0.19303400721400976,0.10775628,0.15080149099230766,3,4,0,3,1,37.94733186289341,37.94733188293823,0.02898319298401475,0.1539519289508462,0.10271899999999999,0.15420758351683617,3,4,0,3,0,37.94733188293823,37.94733188293823,0.029631325975060463,0.17465144488960505,0.14957800000000004,0.17106449557468295,3,6,0,0,2,37.947317409314628,0.06430427600000001,7,3
flay02m,37.94733192,37.947331922051006,0,0.03858498949557543,0.021791999999999992,0,0,37.947331824571066,37.947331804570084,0.013774592895060778,0.07896714378148317,0.050005,0.09529012022539973,3,4,0,3,1,37.947331824571066,37.947331804570084,0.012675764970481396,0.06482268776744604,0.04177,0.09520381782203913,3,4,0,3,0,37.947331804570084,37.947331804570084,0.012889600358903408,0.07538544200360775,0.058432,0.10365795064717531,3,5,0,0,2,37.947304294012142,0.050234464,7,3
flay03h,48.98979486,48.98979485582156,0,1.2379832984879613,0.322084999999993,0,0,48.98979484026368,48.82645082922572,0.10278632584959269,3.009279055055231,1.1914031710000001,5.346568176988512,7,18,0,5,3,48.9897948403279,48.98979487314513,0.10427529085427523,0.402612472884357,0.577727914,0.5146269658580422,3,7,0,3,0,48.98979487314513,48.826442228470185,0.10681428899988532,3.121662701945752,1.3684002309999999,5.58634888054803,7,25,0,0,6,48.989662935929339,0.26374773,15,8
flay03m,48.98979486,48.989794855791104,0,0.3108193213120103,0.09014100000000154,0,0,48.98979473356545,48.82649386029541,0.01992072816938162,0.6373794400133193,0.5411078859999999,1.6646398482844234,7,18,0,5,3,48.98979474823521,48.98979470823197,0.02605965407565236,0.11764085991308093,0.18213200000000002,0.14737949008122087,3,5,0,3,0,48.98979470823197,48.82649553921614,0.02033589081838727,0.657799762673676,0.6765087739999999,1.727587413508445,7,23,0,0,6,48.989777079530882,0.232063929,22,8
flay04h,54.40588204,54.4058820351743,0,45.07800706382841,14.075948999990715,0,0,54.405882041029,54.08162570617696,0.3489477187395096,10.306748732924461,7.019124956,26.145320697687566,8,24,0,7,4,54.4166667054779,54.41666667870853,0.35096775693818927,1.162039206828922,1.3978204829999998,1.4574743155390024,3,8,0,3,0,54.40588203775668,53.94776954870494,0.3503184881992638,5.195997318718582,4.507666315,9.512576191686094,6,20,0,0,5,54.405861658716383,1.33721703,6,15
flay04m,54.40588203,54.4058820351097,0,7.298294892534614,1.3225830000003054,0,0,54.40588191752401,54.17138805275064,0.03413925599306822,3.5850504278205335,2.851444686000001,12.867903165519238,10,35,0,7,5,54.405881916095026,54.4058818952045,0.033034997060894966,0.4232672839425504,0.8522721310000001,0.5196730098687112,3,10,0,3,0,54.40588189326371,54.11765287492702,0.03355671698227525,3.067193098831922,2.652709689999999,9.607270806562155,9,39,0,0,8,54.405858510937541,0.701405864,14,19
flay05h,64.49806199,64.49806198673096,0,303.8319601668045,102.91121499992845,0,0,64.49806204036643,64.20531859852211,0.9206690001301467,212.5947667323053,197.07000271799993,702.1205649739131,12,44,0,8,6,64.49806206402187,64.4980620272829,0.887529952917248,3.109106090851128,3.4213496789999995,1.969874978531152,3,9,0,3,0,64.49806202786922,63.94048296074063,0.912141531240195,302.8512085448019,291.46441818799997,730.4526124489494,11,44,0,0,10,64.49782653292003,93.375559827,8,88
flay05m,64.49806199,64.49806198661507,0,307.0376608222723,67.1560829997847,0,0,64.49806186383984,64.14629879565996,0.05617998307570815,62.57981351716444,60.220231143999996,184.2499288492836,12,52,0,8,6,64.49806177897882,64.49806185899081,0.05063107004389167,0.6480459040030837,1.0568496719999998,0.5540868360549212,3,9,0,3,0,64.49806185804955,63.94056862967986,0.0565962940454483,77.7745123943314,76.074708164,186.6053172745742,11,50,0,0,10,64.498061758129978,299.999909774,122,20
flay06h,66.93280212,66.93280212296862,0,302.91506929229945,95.05070999987986,0,0,66.9328021853548,65.7373557925838,2.151920283678919,301.86680896254256,297.263148253,599.5339297992177,7,26,0,5,3,66.93280217977812,66.93280232578522,2.069628458004445,13.482928918208927,13.737125743,8.992108119651675,3,9,0,3,0,66.93280220111474,64.7890611546721,2.1745731928385794,301.4209877788089,299.07267790099996,445.39207186968997,6,24,0,0,5,66.932801042600545,299.999436409,17,7
flay06m,66.93280212,66.93280212297259,0,306.1523004276678,62.66995899965592,0,0,66.93280196783981,66.4165027339914,0.09508364414796233,300.5395285761915,297.450754622,852.1736353668384,10,46,0,7,5,66.9328018852667,66.93280199748492,0.08884427510201931,8.66669562086463,8.843747259,3.369489274919033,3,11,0,3,0,66.93280197860986,65.85952284816847,0.0964985340833664,300.4622346400283,298.96006456799995,483.2725662123412,8,35,0,0,7,66.932801899240872,299.999872485,21,19
fo7,20.72982507,34.778091737680015,0,303.593634323217,95.75846400007765,0,0,20.729824746608614,20.722207204928623,0.16653085267171264,84.47541284421459,79.01925662699999,145.82721481192857,7,24,16,6,3,20.729824746608614,20.729824746608614,0.1684753568843007,6.899756245780736,6.267974239999998,13.868331503588706,4,15,13,4,0,20.72982472553606,20.723079583935174,0.17505425587296486,53.88881044462323,52.218390449,43.85870645893738,5,19,12,0,4,20.729814312203661,19.505519859,6,4
fo7_2,17.74934573,36.28433228889465,0,303.6747903348878,95.60063700002672,0,0,17.749345444272787,17.74911577178347,0.16941164806485176,54.795788989868015,49.081354363,63.24865928478539,6,20,14,6,4,17.749345444272787,17.749345444272787,0.16684025106951594,3.1191577948629856,3.459397913,2.8129738103598356,2,6,3,2,0,17.74934543131672,17.74479016813053,0.17575470637530088,45.5893225451,42.730461068,59.71188519522548,6,24,15,0,5,17.749258882483975,11.568654076000001,8,5
fo7_ar25_1,23.0935676,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 59, 60, 61,
       62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]),)",NAN,NAN,NAN,23.093567311312718,22.894723830512536,0.20678954431787133,24.936058982275426,20.771915674000002,40.954068458639085,5,16,8,5,3,23.122502270867862,23.122502270867862,0.2049996261484921,4.262799578718841,4.477157266000002,4.018699960317463,2,6,4,2,0,23.093567311312718,22.894723830512536,0.21456801798194647,19.22955626901239,17.054898952000002,35.132184938993305,5,18,8,0,4,23.09356719166291,22.850342783000002,10,7
fo7_ar2_1,24.83984707,-inf,FAILED,"Error in Function::call for 'minlp' [BonminInterface] at .../casadi/core/function.cpp:1432:
Error in Function::call for 'minlp' [BonminInterface] at .../casadi/core/function.cpp:361:
.../casadi/interfaces/bonmin/bonmin_interface.cpp:477: Uncaught error in Bonmin",NAN,NAN,NAN,24.8504232613786,24.822011659741072,0.2149703288450837,22.126700981985778,19.700337405,20.467739465180784,4,16,8,4,2,25.105821631847178,25.10582163456536,0.1979961753822863,6.256498499773443,5.984216248000002,8.099892715923488,3,11,8,3,0,24.839846435852373,24.822011634824715,0.21606707107275724,47.89655247889459,45.61443941300001,52.9540206072852,5,21,14,0,4,24.839844332131552,40.0338943,3,5
fo7_ar3_1,22.51747101,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 59, 60, 61,
       62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]),)",NAN,NAN,NAN,22.51747052363853,22.513554763323924,0.210268828086555,65.62874236376956,60.488125079,74.77331822738051,5,20,7,5,4,22.51747053600675,22.51747052363853,0.19864803738892078,5.404524155892432,5.688009041999997,5.160158013459295,2,6,2,2,0,22.51747052363853,22.513554763323924,0.2185193682089448,40.215286721941084,37.809563675,54.608285523951054,5,20,7,0,4,22.517454775285916,24.493246135000003,11,4
